contestant_id,celebrity_name,season,week,J_pct,f_mean,f_median,f_ci_low,f_ci_high,f_std,ci_width,was_eliminated,n_contestants,acceptance_rate,P_w
Rachel Hunter_S1,Rachel Hunter,1,4,83.33333333333334,0.11280483944378668,0.10488778438540183,0.017346141602564886,0.25623784876756034,0.061963823673921344,0.23889170716499544,True,4,0.708,1.0
Joey McIntyre_S1,Joey McIntyre,1,5,75.0,0.344230157589376,0.32033403604202126,0.044139201236595725,0.7119594991096594,0.18685316772512733,0.6678202978730636,True,3,0.938,0.5205
John O'Hurley_S1,John O'Hurley,1,5,90.0,0.2856877066788802,0.24422522739002078,0.03929237229120545,0.6968567490061889,0.18204311134249546,0.6575643767149835,False,3,0.938,0.5205
Kelly Monaco_S1,Kelly Monaco,1,5,78.33333333333333,0.3700821357317438,0.35003146395068613,0.09441540711209702,0.7359992989536468,0.16441179287664198,0.6415838918415497,False,3,0.938,0.5205
John O'Hurley_S1,John O'Hurley,1,6,90.0,0.45075400424733264,0.43375632688070737,0.06695807332686152,0.8575374368152647,0.22181133097573483,0.7905793634884032,True,2,1.0,1.0
Kelly Monaco_S1,Kelly Monaco,1,6,91.66666666666666,0.5492459957526673,0.5662436731192927,0.1424625631847353,0.9330419266731386,0.22181133097573483,0.7905793634884033,True,2,1.0,1.0
Drew Lachey_S2,Drew Lachey,2,1,80.0,0.1089916240112779,0.09646373323813734,0.011712007771568214,0.2902006961259401,0.07058329278500032,0.2784886883543719,False,10,0.707,0.832
George Hamilton_S2,George Hamilton,2,1,60.0,0.11451262097780487,0.10220444641854742,0.019424548355050763,0.29638390054207037,0.06989764076954254,0.2769593521870196,False,10,0.707,0.832
Giselle Fernandez_S2,Giselle Fernandez,2,1,76.66666666666667,0.10399798716997098,0.0920415230120795,0.010333777879950282,0.27433945455002673,0.06729941381268782,0.26400567667007646,False,10,0.707,0.832
Jerry Rice_S2,Jerry Rice,2,1,70.0,0.10534956841741237,0.09175713229311941,0.013236250347153094,0.26609980113233433,0.06604667890948256,0.25286355078518125,False,10,0.707,0.832
Kenny Mayne_S2,Kenny Mayne,2,1,43.333333333333336,0.03975380929376437,0.035858373482753995,0.004957075536685557,0.09017866500849969,0.02327997106055015,0.08522158947181413,True,10,0.707,0.832
Lisa Rinna_S2,Lisa Rinna,2,1,63.33333333333333,0.11276107377784876,0.09915228233110132,0.014341245755101048,0.2779456489408558,0.06895439845369099,0.2636044031857548,False,10,0.707,0.832
Master P_S2,Master P,2,1,40.0,0.11879159246405717,0.10302905678336821,0.032561361704766464,0.29415805546530766,0.06750180576046776,0.2615966937605412,False,10,0.707,0.832
Stacy Keibler_S2,Stacy Keibler,2,1,73.33333333333333,0.10245940877425719,0.09223895059212356,0.009795264106422272,0.26187680614927034,0.06865474959342176,0.25208154204284805,False,10,0.707,0.832
Tatum O'Neal_S2,Tatum O'Neal,2,1,76.66666666666667,0.09675028198278154,0.081892703773971,0.008835638290571789,0.2653501514620349,0.06818872987483851,0.2565145131714631,False,10,0.707,0.832
Tia Carrere_S2,Tia Carrere,2,1,66.66666666666666,0.09663203313082483,0.0820917609038717,0.0072127080116628954,0.2503473374973231,0.06669872784419675,0.24313462948566017,False,10,0.707,0.832
Drew Lachey_S2,Drew Lachey,2,2,90.0,0.10199377305108129,0.09384943091035663,0.011516511020032929,0.2431659771470539,0.06216431090790111,0.23164946612702098,False,9,0.7083333333333334,1.0
George Hamilton_S2,George Hamilton,2,2,73.33333333333333,0.1231878326162988,0.1104410799987598,0.013315363703452656,0.29170299718681286,0.0759158357217772,0.2783876334833602,False,9,0.7083333333333334,1.0
Giselle Fernandez_S2,Giselle Fernandez,2,2,80.0,0.10380551222749139,0.09431213971985278,0.0094599637006638,0.2716686055409003,0.06860325052423345,0.26220864184023646,False,9,0.7083333333333334,1.0
Jerry Rice_S2,Jerry Rice,2,2,76.66666666666667,0.11985355429425679,0.10359641802182334,0.013469947845206233,0.2976898057478006,0.0778394105606048,0.28421985790259435,False,9,0.7083333333333334,1.0
Lisa Rinna_S2,Lisa Rinna,2,2,66.66666666666666,0.1278326328046156,0.11757601299134392,0.02487388457244448,0.2953933612196897,0.06996380494540778,0.2705194766472452,False,9,0.7083333333333334,1.0
Master P_S2,Master P,2,2,53.333333333333336,0.14472643335553015,0.12717666825124727,0.04507062385139824,0.32406970159572335,0.07260211368118094,0.2789990777443251,False,9,0.7083333333333334,1.0
Stacy Keibler_S2,Stacy Keibler,2,2,96.66666666666669,0.11665518881883943,0.10478727396584223,0.012429950623312912,0.2799868501573714,0.06894138358592923,0.2675568995340585,False,9,0.7083333333333334,1.0
Tatum O'Neal_S2,Tatum O'Neal,2,2,56.66666666666666,0.0472681642758513,0.04527814148755031,0.005462042802396582,0.10119367708379351,0.02586788093572401,0.09573163428139693,True,9,0.7083333333333334,1.0
Tia Carrere_S2,Tia Carrere,2,2,73.33333333333333,0.11467690855603524,0.10147388563660703,0.014556585912153693,0.27744145482391014,0.07077705401189723,0.26288486891175644,False,9,0.7083333333333334,1.0
Drew Lachey_S2,Drew Lachey,2,3,90.0,0.1268351254201243,0.09594572611074967,0.012629417921976992,0.35707555990778633,0.09436146400727671,0.34444614198580936,False,8,0.49166666666666664,0.9985
George Hamilton_S2,George Hamilton,2,3,73.33333333333333,0.15371482631219238,0.13265864609208586,0.03443744662309657,0.3593022270955823,0.08806046216315133,0.32486478047248574,False,8,0.49166666666666664,0.9985
Giselle Fernandez_S2,Giselle Fernandez,2,3,73.33333333333333,0.04181760796158147,0.03853398967573832,0.005017062074068008,0.10281939479996792,0.025289307848141814,0.09780233272589992,True,8,0.49166666666666664,0.9985
Jerry Rice_S2,Jerry Rice,2,3,63.33333333333333,0.1497416647940108,0.12959843162887974,0.048513927652709884,0.3553705659306817,0.08318059057664778,0.3068566382779718,False,8,0.49166666666666664,0.9985
Lisa Rinna_S2,Lisa Rinna,2,3,83.33333333333334,0.1176764532380061,0.1023551849626756,0.01896631697132189,0.3101170526684992,0.07479148092717205,0.2911507356971773,False,8,0.49166666666666664,0.9985
Master P_S2,Master P,2,3,46.66666666666666,0.1730406291299646,0.15725207651417802,0.0721390996833037,0.35005399882805355,0.07170663220427927,0.27791489914474987,False,8,0.49166666666666664,0.9985
Stacy Keibler_S2,Stacy Keibler,2,3,90.0,0.12012718285120129,0.10237103699939279,0.017559074521455997,0.3130532634407021,0.0772576707774123,0.2954941889192461,False,8,0.49166666666666664,0.9985
Tia Carrere_S2,Tia Carrere,2,3,86.66666666666667,0.1170465102929191,0.10246546168217377,0.01528811617596504,0.3019796207231273,0.07405340356076223,0.28669150454716225,False,8,0.49166666666666664,0.9985
Drew Lachey_S2,Drew Lachey,2,4,93.33333333333331,0.1641010016324965,0.14585054070490383,0.017332081732704396,0.402580511590852,0.10309905171712624,0.3852484298581476,False,7,0.8293333333333334,0.9345
George Hamilton_S2,George Hamilton,2,4,70.0,0.17194001942622322,0.15918007359934802,0.03503518731436539,0.3859708587397873,0.08987458019251732,0.3509356714254219,False,7,0.8293333333333334,0.9345
Jerry Rice_S2,Jerry Rice,2,4,80.0,0.15015871148166712,0.13279336541727724,0.019330693398167856,0.39119385889668173,0.09385821716138244,0.3718631654985139,False,7,0.8293333333333334,0.9345
Lisa Rinna_S2,Lisa Rinna,2,4,86.66666666666667,0.14355752665363364,0.12419341896506292,0.012117898253565943,0.3930686050286335,0.10288129599881025,0.38095070677506754,False,7,0.8293333333333334,0.9345
Master P_S2,Master P,2,4,26.666666666666668,0.07714101101276101,0.0740462053031205,0.01076331963779712,0.1617321161315583,0.041369658010023076,0.1509687964937612,True,7,0.8293333333333334,0.9345
Stacy Keibler_S2,Stacy Keibler,2,4,86.66666666666667,0.1465424439153196,0.13140310891634485,0.019205781137331575,0.36878540406496385,0.09383655005673908,0.3495796229276323,False,7,0.8293333333333334,0.9345
Tia Carrere_S2,Tia Carrere,2,4,83.33333333333334,0.14655928587789896,0.12970629771907796,0.01713325349178125,0.4017650392338343,0.09844777304625656,0.38463178574205303,False,7,0.8293333333333334,0.9345
Drew Lachey_S2,Drew Lachey,2,5,90.0,0.1619501629235234,0.14429456513092825,0.014447448499771389,0.41662590708820957,0.1051046336726899,0.4021784585884382,False,6,0.8556666666666667,1.0
George Hamilton_S2,George Hamilton,2,5,80.0,0.22413610904159748,0.21067405335145237,0.038052030855648095,0.4815155896562181,0.12310160309417682,0.44346355880057,False,6,0.8556666666666667,1.0
Jerry Rice_S2,Jerry Rice,2,5,76.66666666666667,0.18134278084963903,0.16221723643428695,0.03430254513232127,0.431676673746883,0.10364943599910845,0.39737412861456173,False,6,0.8556666666666667,1.0
Lisa Rinna_S2,Lisa Rinna,2,5,83.33333333333334,0.18459986017420774,0.1682969279131909,0.03477282146092243,0.4166616366059726,0.10560464739272717,0.3818888151450502,False,6,0.8556666666666667,1.0
Stacy Keibler_S2,Stacy Keibler,2,5,100.0,0.15385500965908147,0.13751241389101018,0.017610785059621475,0.3883602553461076,0.10288984140779153,0.3707494702864861,False,6,0.8556666666666667,1.0
Tia Carrere_S2,Tia Carrere,2,5,73.33333333333333,0.09411607735195082,0.08841755851012259,0.010658252431727064,0.2076228107000213,0.051993797533867375,0.19696455826829423,True,6,0.8556666666666667,1.0
Drew Lachey_S2,Drew Lachey,2,6,100.0,0.20300341078220419,0.1808082198352337,0.02822404312675185,0.531467588926166,0.1257443013122079,0.5032435457994141,False,5,0.825,0.9515
George Hamilton_S2,George Hamilton,2,6,76.66666666666667,0.10623503994143053,0.09732802899242526,0.014847143688857182,0.25689951234792807,0.06491620629203908,0.2420523686590709,True,5,0.825,0.9515
Jerry Rice_S2,Jerry Rice,2,6,76.66666666666667,0.2592344692561509,0.24021521234444365,0.06335025449431518,0.5376936226757839,0.12243075595500365,0.4743433681814687,False,5,0.825,0.9515
Lisa Rinna_S2,Lisa Rinna,2,6,90.0,0.22333875413190096,0.19733565843818218,0.04562735999289113,0.5027939668573983,0.1226466091497425,0.45716660686450716,False,5,0.825,0.9515
Stacy Keibler_S2,Stacy Keibler,2,6,100.0,0.2081883258883135,0.19331167844090116,0.016568565995129063,0.49393060774208475,0.12635507883917685,0.4773620417469557,False,5,0.825,0.9515
Drew Lachey_S2,Drew Lachey,2,7,91.66666666666666,0.2511726403168874,0.22843359645997352,0.032637927528406156,0.5905275900731031,0.15325208795509443,0.557889662544697,False,4,0.8443333333333334,1.0
Jerry Rice_S2,Jerry Rice,2,7,68.33333333333333,0.3292905691941628,0.30625249343414823,0.10888378572184246,0.6899171890865616,0.1491937722259353,0.5810334033647192,False,4,0.8443333333333334,1.0
Lisa Rinna_S2,Lisa Rinna,2,7,88.33333333333333,0.1288982263523156,0.12545698273990866,0.021152205100076427,0.2556959028027844,0.06420931040670615,0.234543697702708,True,4,0.8443333333333334,1.0
Stacy Keibler_S2,Stacy Keibler,2,7,91.66666666666666,0.29063856413663414,0.2808575085727835,0.045783295954592865,0.5990098980585579,0.14554827830298733,0.553226602103965,False,4,0.8443333333333334,1.0
Drew Lachey_S2,Drew Lachey,2,8,96.666,0.2891949927032426,0.274078294839072,0.04768760869983673,0.6286333167779004,0.15339715572833815,0.5809457080780637,True,3,1.0,1.0
Jerry Rice_S2,Jerry Rice,2,8,88.88866666666667,0.33807292996137284,0.3152666812222198,0.0833455785537997,0.7034355858069065,0.16346996570915295,0.6200900072531068,True,3,1.0,1.0
Stacy Keibler_S2,Stacy Keibler,2,8,95.555,0.3727320773353846,0.37008118996837147,0.06791270633442982,0.6849165288437864,0.16634708563208314,0.6170038225093566,True,3,1.0,1.0
Emmitt Smith_S3,Emmitt Smith,3,1,80.0,0.0949940129566316,0.08632069713027912,0.011145267472153931,0.25610580193484006,0.06344565274421493,0.24496053446268612,False,11,0.7276666666666667,1.0
Harry Hamlin_S3,Harry Hamlin,3,1,56.66666666666666,0.09621630202058594,0.08327130946002242,0.012004659558360536,0.24235563660458304,0.06208052284159189,0.2303509770462225,False,11,0.7276666666666667,1.0
Jerry Springer_S3,Jerry Springer,3,1,53.333333333333336,0.10225626065859367,0.09122126220514963,0.011871049051687267,0.2636825724860647,0.06387628997371234,0.2518115234343774,False,11,0.7276666666666667,1.0
Joey Lawrence_S3,Joey Lawrence,3,1,70.0,0.10373841654344848,0.09384191900050924,0.009608801284804942,0.2892166243974284,0.06881877441145043,0.27960782311262344,False,11,0.7276666666666667,1.0
Mario Lopez_S3,Mario Lopez,3,1,86.66666666666667,0.08355316862956925,0.07032710372807444,0.007638559311417769,0.24229922578379334,0.06357047423232468,0.23466066647237557,False,11,0.7276666666666667,1.0
Monique Coleman_S3,Monique Coleman,3,1,63.33333333333333,0.09009399635337033,0.08070891303495008,0.006564441172931611,0.23725406826784612,0.06131367879854154,0.2306896270949145,False,11,0.7276666666666667,1.0
Sara Evans_S3,Sara Evans,3,1,50.0,0.10484150328666317,0.09351317844984558,0.01903149537709823,0.25751609531015796,0.06102913186426856,0.23848459993305973,False,11,0.7276666666666667,1.0
Shanna Moakler_S3,Shanna Moakler,3,1,60.0,0.0925535007012597,0.08089867485069724,0.014228343257764318,0.2359916746178761,0.05782413543403493,0.22176333136011178,False,11,0.7276666666666667,1.0
Tucker Carlson_S3,Tucker Carlson,3,1,40.0,0.04057899293624653,0.037908453154407634,0.005387249891296131,0.09190960078525194,0.022793672739606786,0.08652235089395581,True,11,0.7276666666666667,1.0
Vivica A. Fox_S3,Vivica A. Fox,3,1,73.33333333333333,0.0914485532580712,0.07694812755273611,0.00946951780745624,0.26124760770859745,0.06598541330150999,0.2517780899011412,False,11,0.7276666666666667,1.0
Willa Ford_S3,Willa Ford,3,1,73.33333333333333,0.09972529265556017,0.08680854423970502,0.00964274288629594,0.2789504256037766,0.06760555313976269,0.2693076827174806,False,11,0.7276666666666667,1.0
Emmitt Smith_S3,Emmitt Smith,3,2,80.0,0.10522659713366025,0.08937887674032921,0.01753954320598465,0.26612235358204744,0.06932009399537767,0.24858281037606278,False,10,0.38133333333333336,0.426
Harry Hamlin_S3,Harry Hamlin,3,2,70.0,0.1189189497204459,0.10415751901783361,0.042914241658308296,0.2681890151299962,0.06303403110875362,0.22527477347168792,False,10,0.38133333333333336,0.426
Jerry Springer_S3,Jerry Springer,3,2,63.33333333333333,0.1389711151543092,0.12581213573986252,0.05923703342726263,0.29565807121557836,0.06266356577734301,0.23642103778831572,False,10,0.38133333333333336,0.426
Joey Lawrence_S3,Joey Lawrence,3,2,96.66666666666669,0.0911223967059596,0.06611267768406615,0.0115781998254584,0.3202721139958517,0.07806191261706724,0.3086939141703933,False,10,0.38133333333333336,0.426
Mario Lopez_S3,Mario Lopez,3,2,70.0,0.11878575529496621,0.09863731817818255,0.03489471472153184,0.2737131379782563,0.06580990519152499,0.23881842325672448,False,10,0.38133333333333336,0.426
Monique Coleman_S3,Monique Coleman,3,2,86.66666666666667,0.09084899920297951,0.07877674854579991,0.01803447921286384,0.22765238361943968,0.05773934060331882,0.20961790440657585,False,10,0.38133333333333336,0.426
Sara Evans_S3,Sara Evans,3,2,70.0,0.1142876646205946,0.09840092737032026,0.03841527721056137,0.26518866371326927,0.06024818463849175,0.2267733865027079,False,10,0.38133333333333336,0.426
Shanna Moakler_S3,Shanna Moakler,3,2,73.33333333333333,0.025570840872016158,0.022979402229459635,0.0025977831978610437,0.05779153782280053,0.015214006500898374,0.05519375462493949,True,10,0.38133333333333336,0.426
Vivica A. Fox_S3,Vivica A. Fox,3,2,80.0,0.09478005610636632,0.07284263697111122,0.010871371266812282,0.2708999898022372,0.07030285540146064,0.2600286185354249,False,10,0.38133333333333336,0.426
Willa Ford_S3,Willa Ford,3,2,76.66666666666667,0.10148762518870229,0.08350095400114235,0.015281327293773824,0.261288068210748,0.06800932654604039,0.2460067409169742,False,10,0.38133333333333336,0.426
Emmitt Smith_S3,Emmitt Smith,3,3,63.33333333333333,0.1631161769883721,0.14936313373128557,0.07672289242062587,0.3159342091072461,0.06479297720481986,0.23921131668662027,False,9,0.408,1.0
Harry Hamlin_S3,Harry Hamlin,3,3,73.33333333333333,0.03152769340818105,0.02955878000807108,0.003661283873691729,0.073406631264987,0.019692509874813035,0.06974534739129527,True,9,0.408,1.0
Jerry Springer_S3,Jerry Springer,3,3,70.0,0.15467281911838426,0.13252549355822318,0.061667559206099225,0.3650140934816326,0.07997842924128178,0.3033465342755334,False,9,0.408,1.0
Joey Lawrence_S3,Joey Lawrence,3,3,73.33333333333333,0.1259033828604715,0.10817960985102595,0.02703306345229781,0.36355806124540413,0.07887158432484574,0.3365249977931063,False,9,0.408,1.0
Mario Lopez_S3,Mario Lopez,3,3,73.33333333333333,0.12093221185913362,0.09973709420065044,0.0234096979854107,0.3300516594929122,0.0788586879019637,0.3066419615075015,False,9,0.408,1.0
Monique Coleman_S3,Monique Coleman,3,3,90.0,0.10600404962618763,0.08560547748083215,0.01637745959104214,0.2663291401174534,0.07333383492659933,0.24995168052641126,False,9,0.408,1.0
Sara Evans_S3,Sara Evans,3,3,83.33333333333334,0.09471588891760331,0.0773872177710601,0.013060637201077785,0.2533725505889058,0.06224337598287518,0.240311913387828,False,9,0.408,1.0
Vivica A. Fox_S3,Vivica A. Fox,3,3,90.0,0.08750081208056774,0.07297552421877893,0.014473495534383372,0.23796228315123152,0.05975869552725709,0.22348878761684815,False,9,0.408,1.0
Willa Ford_S3,Willa Ford,3,3,73.33333333333333,0.11562696514109883,0.10034556564296035,0.024577716644763756,0.2785703737359029,0.0657528225854513,0.2539926570911391,False,9,0.408,1.0
Emmitt Smith_S3,Emmitt Smith,3,4,80.0,0.13308399578376093,0.11575315448250753,0.03235084473586599,0.30626528142910114,0.07364980119510656,0.2739144366932352,False,8,0.498,0.9965
Jerry Springer_S3,Jerry Springer,3,4,73.33333333333333,0.14371852340228686,0.1293464743688059,0.0450120110776783,0.3059997211117229,0.06778664505878881,0.26098771003404464,False,8,0.498,0.9965
Joey Lawrence_S3,Joey Lawrence,3,4,90.0,0.11476869620595687,0.09844326823898739,0.016310063703680343,0.3205366098022398,0.07751136700427574,0.3042265460985595,False,8,0.498,0.9965
Mario Lopez_S3,Mario Lopez,3,4,96.66666666666669,0.1401327352317014,0.11956586010885276,0.022819237841528957,0.3774059480100747,0.09178719687641788,0.35458671016854576,False,8,0.498,0.9965
Monique Coleman_S3,Monique Coleman,3,4,80.0,0.13372336480796193,0.11535440913682371,0.028504850509010082,0.30709564821426005,0.07429602995331012,0.27859079770524997,False,8,0.498,0.9965
Sara Evans_S3,Sara Evans,3,4,66.66666666666666,0.174407135796554,0.15657208908220113,0.0692701211631684,0.34553202605931055,0.0729271805899081,0.27626190489614216,False,8,0.498,0.9965
Vivica A. Fox_S3,Vivica A. Fox,3,4,80.0,0.039594527378103095,0.03513391335193335,0.004700172603397796,0.09905690465242155,0.02566906099773252,0.09435673204902376,True,8,0.498,0.9965
Willa Ford_S3,Willa Ford,3,4,93.33333333333331,0.12057102139367491,0.10651368264455456,0.017013910740901705,0.3114182883179697,0.07725733752098252,0.294404377577068,False,8,0.498,0.9965
Emmitt Smith_S3,Emmitt Smith,3,5,90.0,0.10809056824080497,0.09322611662380448,0.03479682054616311,0.2865491282673526,0.06822402684460831,0.2517523077211895,False,7,0.25333333333333335,1.0
Jerry Springer_S3,Jerry Springer,3,5,80.0,0.21157662491427853,0.18721186043776034,0.1152677198704473,0.4278532716159401,0.08435175470558753,0.3125855517454928,False,7,0.25333333333333335,1.0
Joey Lawrence_S3,Joey Lawrence,3,5,83.33333333333334,0.16317390212549468,0.14347126246723796,0.05233326341498933,0.3460501361730688,0.07485847825228897,0.29371687275807945,False,7,0.25333333333333335,1.0
Mario Lopez_S3,Mario Lopez,3,5,90.0,0.10516684342410955,0.09272867326794716,0.023323686390994948,0.26115904231897075,0.061014964256631006,0.2378353559279758,False,7,0.25333333333333335,1.0
Monique Coleman_S3,Monique Coleman,3,5,90.0,0.13785338437820438,0.10852931754750703,0.036631862436754245,0.36966945157425724,0.09357349513180425,0.333037589137503,False,7,0.25333333333333335,1.0
Sara Evans_S3,Sara Evans,3,5,80.0,0.23737990099630424,0.21788817725815948,0.13557021632560134,0.40983783335582313,0.07497772069870925,0.2742676170302218,False,7,0.25333333333333335,1.0
Willa Ford_S3,Willa Ford,3,5,90.0,0.03675877592080369,0.03198245437899657,0.003079662241969787,0.09168103783219157,0.024645293370422042,0.08860137559022178,True,7,0.25333333333333335,1.0
Emmitt Smith_S3,Emmitt Smith,3,6,83.33333333333334,0.20059504476241732,0.15836261275160068,0.005742605123068903,0.6064605045471212,0.16473333474018018,0.6007178994240523,False,5,1.0,1.0
Jerry Springer_S3,Jerry Springer,3,6,60.0,0.20140090189993382,0.16039408107613481,0.005867913491910722,0.606538499135787,0.16430335571734378,0.6006705856438762,False,5,1.0,1.0
Joey Lawrence_S3,Joey Lawrence,3,6,80.0,0.198084878130111,0.15192433008423695,0.005238835243424342,0.6019616852820345,0.16646017988221282,0.5967228500386101,False,5,1.0,1.0
Mario Lopez_S3,Mario Lopez,3,6,93.33333333333331,0.19738230490964903,0.15809726643810437,0.007528478021650341,0.585612097594019,0.16020741716826672,0.5780836195723686,False,5,1.0,1.0
Monique Coleman_S3,Monique Coleman,3,6,76.66666666666667,0.2025368702978888,0.15842636847813152,0.0064565232930074035,0.6260130053898963,0.16773013825627106,0.619556482096889,False,5,1.0,1.0
Emmitt Smith_S3,Emmitt Smith,3,7,95.0,0.18963591115735262,0.15695995517271474,0.018548082057092487,0.5315505442504155,0.13976732057628485,0.513002462193323,False,5,0.8656666666666667,0.6985
Jerry Springer_S3,Jerry Springer,3,7,76.66666666666667,0.135448161618489,0.1261111032243843,0.01360591637508401,0.3025920397287771,0.07688630476495387,0.28898612335369306,True,5,0.8656666666666667,0.6985
Joey Lawrence_S3,Joey Lawrence,3,7,95.0,0.22362666142941945,0.2066280655126854,0.03895430702023525,0.5103664373312863,0.12673504280756992,0.471412130311051,False,5,0.8656666666666667,0.6985
Mario Lopez_S3,Mario Lopez,3,7,93.33333333333331,0.21441805618317056,0.20307064865861835,0.021664001756627686,0.48748160805924673,0.12308308732729391,0.46581760630261904,False,5,0.8656666666666667,0.6985
Monique Coleman_S3,Monique Coleman,3,7,90.0,0.23687120961156835,0.2289589579920253,0.04217975511823729,0.480386104122342,0.11672839968172091,0.4382063490041047,False,5,0.8656666666666667,0.6985
Emmitt Smith_S3,Emmitt Smith,3,8,90.0,0.3150665437312812,0.3083843811986324,0.046438402456652955,0.6579531578530007,0.15750166492527334,0.6115147553963477,False,4,0.8566666666666667,1.0
Joey Lawrence_S3,Joey Lawrence,3,8,90.0,0.30342347913432793,0.29705579581193503,0.04672704301878217,0.5996843050301549,0.14870924592586815,0.5529572620113727,False,4,0.8566666666666667,1.0
Mario Lopez_S3,Mario Lopez,3,8,95.0,0.20581345615905758,0.17355722771559806,0.01995956584555448,0.5316626928675531,0.13827999126982657,0.5117031270219986,False,4,0.8566666666666667,1.0
Monique Coleman_S3,Monique Coleman,3,8,88.33333333333333,0.17569652097533334,0.16787579344035103,0.022963361526626355,0.36997765901362073,0.09178666291963399,0.34701429748699436,True,4,0.8566666666666667,1.0
Emmitt Smith_S3,Emmitt Smith,3,9,98.33333333333331,0.405729906063373,0.38968121302705955,0.14783497348343458,0.6935131839855816,0.14076529630017545,0.545678210502147,False,3,0.818,1.0
Joey Lawrence_S3,Joey Lawrence,3,9,98.33333333333331,0.16790191268567728,0.1676970142873021,0.032969920565763935,0.29993905520563374,0.07420578529594515,0.2669691346398698,True,3,0.818,1.0
