season,contestant_id,celebrity_name,ballroom_partner,rank_final,avg_rank_judge,avg_J_pct,last_week,PBI
11,Jennifer Grey_S11,Jennifer Grey,Derek Hough,1,1.3,89.95833333333334,10,0.30000000000000004
11,Kurt Warner_S11,Kurt Warner,Anna Trebunskaya,5,4.5,73.43745833333332,8,-0.5
11,Kyle Massey_S11,Kyle Massey,Lacey Schwimmer,2,4.0,77.48605,10,2.0
11,Margaret Cho_S11,Margaret Cho,Louis van Amstel,10,9.666666666666666,56.666666666666664,3,-0.3333333333333339
11,Michael Bolton_S11,Michael Bolton,Chelsie Hightower,11,10.0,46.66666666666667,2,-1.0
11,Rick Fox_S11,Rick Fox,Cheryl Burke,6,3.4285714285714284,79.22619047619048,7,-2.5714285714285716
11,The Situation_S11,The Situation,Karina Smirnoff,9,8.75,55.83333333333333,4,-0.25
12,Chelsea Kane_S12,Chelsea Kane,Mark Ballas,3,2.6,80.4722,10,-0.3999999999999999
12,Chris Jericho_S12,Chris Jericho,Cheryl Burke,7,4.0,74.44444444444444,6,-3.0
12,Hines Ward_S12,Hines Ward,Kym Johnson,1,1.6,86.4722,10,0.6000000000000001
12,Kendra Wilkinson_S12,Kendra Wilkinson,Louis van Amstel,6,5.714285714285714,70.41666666666667,7,-0.2857142857142856
12,Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,2,4.1,79.66663333333334,10,2.0999999999999996
12,Mike Catherwood_S12,Mike Catherwood,Lacey Schwimmer,11,10.0,50.0,2,-1.0
12,Petra Nemcova_S12,Petra Nemcova,Dmitry Chaplin,8,5.0,70.66666666666667,5,-3.0
12,Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,4,3.6666666666666665,77.31481481481482,9,-0.3333333333333335
12,Romeo_S12,Romeo,Chelsie Hightower,5,3.75,78.125,8,-1.25
12,Sugar Ray Leonard_S12,Sugar Ray Leonard,Anna Trebunskaya,9,8.5,62.49999999999999,4,-0.5
12,Wendy Williams_S12,Wendy Williams,Tony Dovolani,10,9.666666666666666,51.11111111111111,3,-0.3333333333333339
13,Carson Kressley_S13,Carson Kressley,Anna Trebunskaya,8,8.2,64.66666666666666,5,0.1999999999999993
13,Chaz Bono_S13,Chaz Bono,Lacey Schwimmer,7,8.0,62.77777777777777,6,1.0
13,Chynna Phillips_S13,Chynna Phillips,Tony Dovolani,9,3.25,75.0,4,-5.75
13,David Arquette_S13,David Arquette,Kym Johnson,6,5.0,73.57142857142857,7,-1.0
13,Elisabetta Canalis_S13,Elisabetta Canalis,Valentin Chmerkovskiy,11,7.5,60.0,2,-3.5
13,Hope Solo_S13,Hope Solo,Maksim Chmerkoskiy,4,3.888888888888889,76.85177777777778,9,-0.11111111111111116
13,J.R. Martinez_S13,J.R. Martinez,Karina Smirnoff,1,1.7,87.72216666666667,10,0.7
13,Kristin Cavallari_S13,Kristin Cavallari,Mark Ballas,10,3.6666666666666665,72.22222222222221,3,-6.333333333333334
13,Metta World Peace (Ron)_S13,Metta World Peace (Ron),Peta Murgatroyd,12,12.0,46.66666666666666,1,0.0
13,Nancy Grace_S13,Nancy Grace,Tristan MacManus,5,6.0,70.41666666666667,8,1.0
13,Ricki Lake_S13,Ricki Lake,Derek Hough,3,2.1,83.08328333333334,10,-0.8999999999999999
13,Rob Kardashian_S13,Rob Kardashian,Cheryl Burke,2,3.8,75.86103333333332,10,1.7999999999999998
14,Donald Driver_S14,Donald Driver,Peta Murgatroyd,1,3.9,84.72218333333333,10,2.9
14,Gavin DeGraw_S14,Gavin DeGraw,Karina Smirnoff,9,7.8,71.33333333333333,5,-1.2000000000000002
14,Gladys Knight_S14,Gladys Knight,Tristan MacManus,8,7.0,73.33333333333333,6,-1.0
14,Jack Wagner_S14,Jack Wagner,Anna Trebunskaya,11,6.333333333333333,75.55555555555556,3,-4.666666666666667
14,Jaleel White_S14,Jaleel White,Kym Johnson,7,5.142857142857143,77.619,7,-1.8571428571428568
14,Katherine Jenkins_S14,Katherine Jenkins,Mark Ballas,2,2.2,88.66665,10,0.20000000000000018
14,Maria Menounos_S14,Maria Menounos,Derek Hough,4,3.7777777777777777,83.5185,9,-0.22222222222222232
14,Martina Navratilova_S14,Martina Navratilova,Tony Dovolani,12,11.0,61.66666666666666,2,-1.0
14,Melissa Gilbert_S14,Melissa Gilbert,Maksim Chmerkoskiy,5,6.875,77.5,8,1.875
14,Roshon Fegan_S14,Roshon Fegan,Chelsie Hightower,6,3.25,86.66658333333334,8,-2.75
14,Sherri Sheperd_S14,Sherri Sheperd,Valentin Chmerkovskiy,10,6.5,75.83333333333334,4,-3.5
14,William Levy_S14,William Levy,Cheryl Burke,3,2.9,86.55553333333333,10,-0.10000000000000009
15,Apolo Anton Ohno_S15,Apolo Anton Ohno,Karina Smirnoff,5,3.7777777777777777,85.37544444444444,9,-1.2222222222222223
15,Bristol Palin_S15,Bristol Palin,Mark Ballas,9,10.5,70.0,4,1.5
15,Drew Lachey_S15,Drew Lachey,Anna Trebunskaya,11,7.333333333333333,75.55555555555556,3,-3.666666666666667
15,Emmitt Smith_S15,Emmitt Smith,Cheryl Burke,4,5.444444444444445,84.00198148148148,9,1.4444444444444446
15,Gilles Marini_S15,Gilles Marini,Peta Murgatroyd,6,3.0,86.00108333333334,8,-3.0
15,Helio Castroneves_S15,Helio Castroneves,Chelsie Hightower,10,5.333333333333333,77.77777777777779,3,-4.666666666666667
15,Joey Fatone_S15,Joey Fatone,Kym Johnson,12,8.5,71.66666666666666,2,-3.5
15,Kelly Monaco_S15,Kelly Monaco,Valentin Chmerkovskiy,3,5.0,84.6434,10,2.0
15,Kirstie Alley_S15,Kirstie Alley,Maksim Chmerkoskiy,7,7.625,80.729125,8,0.625
15,Melissa Rycroft_S15,Melissa Rycroft,Tony Dovolani,1,3.0,88.20358333333334,10,2.0
15,Pamela Anderson_S15,Pamela Anderson,Tristan MacManus,13,13.0,56.66666666666666,1,0.0
15,Sabrina Bryan_S15,Sabrina Bryan,Louis van Amstel,8,2.6666666666666665,88.81944444444444,6,-5.333333333333334
15,Shawn Johnson_S15,Shawn Johnson,Derek Hough,2,3.0,88.2175,10,1.0
16,Alexandra Raisman_S16,Alexandra Raisman,Mark Ballas,4,2.9,82.83333333333334,10,-1.1
16,Andy Dick_S16,Andy Dick,Sharna Burgess,7,7.428571428571429,63.09523809523809,7,0.4285714285714288
16,D. L. Hughley_S16,D. L. Hughley,Cheryl Burke,9,9.4,55.333333333333336,5,0.40000000000000036
16,Dorothy Hamill_S16,Dorothy Hamill,Tristan MacManus,12,7.0,60.0,2,-5.0
16,Ingo Rademacher_S16,Ingo Rademacher,Kym Johnson,5,5.0,75.0,9,0.0
16,Jacoby Jones_S16,Jacoby Jones,Karina Smirnoff,3,3.5,83.9999,10,0.5
16,Kellie Pickler_S16,Kellie Pickler,Derek Hough,1,2.0,89.16666666666667,10,1.0
16,Lisa Vanderpump_S16,Lisa Vanderpump,Gleb Savchenko,10,7.75,62.5,4,-2.25
16,Sean Lowe_S16,Sean Lowe,Peta Murgatroyd,6,5.75,71.66666666666666,8,-0.25
16,Victor Ortiz_S16,Victor Ortiz,Lindsay Arnold,8,7.166666666666667,65.55555555555556,6,-0.833333333333333
16,Wynonna Judd_S16,Wynonna Judd,Tony Dovolani,11,9.0,56.666666666666664,3,-2.0
16,Zendaya_S16,Zendaya,Valentin Chmerkovskiy,2,1.6,90.99993333333335,10,-0.3999999999999999
17,Amber Riley_S17,Amber Riley,Derek Hough,1,3.4545454545454546,82.5125909090909,11,2.4545454545454546
17,Bill Engvall_S17,Bill Engvall,Emma Slater,4,6.7272727272727275,75.75751515151515,11,2.7272727272727275
17,Bill Nye_S17,Bill Nye,Tyne Stecklein,11,11.333333333333334,52.22222222222222,3,0.3333333333333339
17,Brant Daugherty_S17,Brant Daugherty,Peta Murgatroyd,7,5.125,79.58333333333333,8,-1.875
17,Christina Milian_S17,Christina Milian,Mark Ballas,9,3.0,83.33333333333333,5,-6.0
17,Corbin Bleu_S17,Corbin Bleu,Karina Smirnoff,2,1.4545454545454546,92.20948484848485,11,-0.5454545454545454
17,Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,6,3.888888888888889,82.59255555555555,9,-2.111111111111111
17,Jack Osbourne_S17,Jack Osbourne,Cheryl Burke,3,3.6363636363636362,87.00748484848485,11,0.6363636363636362
17,Keyshawn Johnson_S17,Keyshawn Johnson,Sharna Burgess,12,11.0,58.33333333333333,2,-1.0
17,Leah Remini_S17,Leah Remini,Tony Dovolani,5,5.0,82.9583,10,0.0
17,"Nicole ""Snooki"" Polizzi_S17","Nicole ""Snooki"" Polizzi",Sasha Farber,8,4.285714285714286,83.80952380952381,7,-3.7142857142857144
17,Valerie Harper_S17,Valerie Harper,Tristan MacManus,10,9.5,61.666666666666664,4,-0.5
18,Amy Purdy_S18,Amy Purdy,Derek Hough,2,2.4,91.26386666666667,10,0.3999999999999999
18,Billy Dee Williams_S18,Billy Dee Williams,Emma Slater,10,11.5,50.0,2,1.5
18,Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,3,5.5,82.99993333333333,10,2.5
18,Charlie White_S18,Charlie White,Sharna Burgess,5,2.5555555555555554,90.23148148148148,9,-2.4444444444444446
18,Cody Simpson_S18,Cody Simpson,Witney Carson,9,6.8,79.33333333333333,5,-2.2
18,Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,6,3.375,87.8125,8,-2.625
18,Diana Nyad_S18,Diana Nyad,Henry Byalikov,12,11.0,60.0,1,-1.0
18,Drew Carey_S18,Drew Carey,Cheryl Burke,8,7.166666666666667,74.58333333333333,6,-0.833333333333333
18,James Maslow_S18,James Maslow,Peta Murgatroyd,4,3.4,88.75,10,-0.6000000000000001
18,Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,1,1.9,93.58333333333334,10,0.8999999999999999
18,NeNe Leakes_S18,NeNe Leakes,Tony Dovolani,7,6.571428571428571,78.92857142857143,7,-0.4285714285714288
18,Sean Avery_S18,Sean Avery,Karina Smirnoff,11,8.5,68.33333333333333,2,-2.5
19,Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,1,2.4545454545454546,87.1590909090909,11,1.4545454545454546
19,Antonio Sabato Jr._S19,Antonio Sabato Jr.,Cheryl Burke,8,7.142857142857143,71.25,7,-0.8571428571428568
19,Bethany Mota_S19,Bethany Mota,Derek Hough,4,3.272727272727273,85.56818181818181,11,-0.7272727272727271
19,Betsey Johnson_S19,Betsey Johnson,Tony Dovolani,10,8.75,66.25,4,-1.25
19,Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,3,3.272727272727273,85.56813636363637,11,0.27272727272727293
19,Jonathan Bennett_S19,Jonathan Bennett,Allison Holker,9,6.5,71.66666666666667,6,-2.5
19,Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,6,3.2222222222222223,84.72222222222223,9,-2.7777777777777777
19,Lolo Jones_S19,Lolo Jones,Keo Motsepe,13,12.0,55.00000000000001,1,-1.0
19,Michael Waltrip_S19,Michael Waltrip,Emma Slater,7,8.625,64.0625,8,1.625
19,Randy Couture_S19,Randy Couture,Karina Smirnoff,11,8.0,70.83333333333333,3,-3.0
19,Sadie Robertson_S19,Sadie Robertson,Mark Ballas,2,3.090909090909091,87.91663636363636,11,1.0909090909090908
19,Tavis Smiley_S19,Tavis Smiley,Sharna Burgess,12,7.5,71.25,2,-4.5
19,Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,5,6.4,71.625,10,1.4000000000000004
20,Charlotte McKinney_S20,Charlotte McKinney,Keo Motsepe,11,10.666666666666666,58.333333333333336,3,-0.3333333333333339
20,Chris Soules_S20,Chris Soules,Witney Carson,5,6.625,70.9375,8,1.625
20,Michael Sam_S20,Michael Sam,Peta Murgatroyd,10,6.75,67.5,4,-3.25
20,Nastia Liukin_S20,Nastia Liukin,Derek Hough,4,2.2222222222222223,85.27777777777777,9,-1.7777777777777777
20,Noah Galloway_S20,Noah Galloway,Sharna Burgess,3,5.6,75.375,10,2.5999999999999996
20,Patti LaBelle_S20,Patti LaBelle,Artem Chigvintsev,8,7.333333333333333,69.16666666666667,6,-0.666666666666667
20,Redfoo_S20,Redfoo,Emma Slater,12,8.0,66.25,2,-4.0
20,Riker Lynch_S20,Riker Lynch,Allison Holker,2,1.7,90.75,10,-0.30000000000000004
20,Robert Herjavec_S20,Robert Herjavec,Kym Johnson,6,5.75,74.53125,8,-0.25
20,Rumer Willis_S20,Rumer Willis,Valentin Chmerkovskiy,1,2.0,90.625,10,1.0
20,Suzanne Somers_S20,Suzanne Somers,Tony Dovolani,9,7.2,67.0,5,-1.7999999999999998
20,Willow Shields_S20,Willow Shields,Mark Ballas,7,3.857142857142857,77.85714285714286,7,-3.142857142857143
21,Alek Skarlatos_S21,Alek Skarlatos,Lindsay Arnold,3,5.0,82.12118181818181,11,2.0
21,Alexa PenaVega_S21,Alexa PenaVega,Mark Ballas,6,3.888888888888889,85.1851111111111,9,-2.111111111111111
21,Andy Grammer_S21,Andy Grammer,Allison Holker,7,5.375,81.97908333333334,8,-1.625
21,Bindi Irwin_S21,Bindi Irwin,Derek Hough,1,1.9090909090909092,88.03030303030302,11,0.9090909090909092
21,Carlos PenaVega_S21,Carlos PenaVega,Witney Carson,4,3.272727272727273,85.22721212121212,11,-0.7272727272727271
21,Chaka Khan_S21,Chaka Khan,Keo Motsepe,13,12.5,46.66666666666667,2,-0.5
21,Gary Busey_S21,Gary Busey,Anna Trebunskaya,10,10.0,55.208333333333336,4,0.0
21,Hayes Grier_S21,Hayes Grier,Emma Slater,8,4.857142857142857,79.76190476190474,7,-3.1428571428571432
21,Kim Zolciak-Biermann_S21,Kim Zolciak-Biermann,Tony Dovolani,11,11.0,50.833333333333336,2,0.0
21,Nick Carter_S21,Nick Carter,Sharna Burgess,2,3.272727272727273,86.06060606060606,11,1.272727272727273
21,Paula Deen_S21,Paula Deen,Louis van Amstel,9,9.166666666666666,57.77777777777778,6,0.16666666666666607
21,Tamar Braxton_S21,Tamar Braxton,Valentin Chmerkovskiy,5,3.4444444444444446,85.37037037037038,9,-1.5555555555555554
21,Victor Espinoza_S21,Victor Espinoza,Karina Smirnoff,12,9.0,55.833333333333336,2,-3.0
22,Antonio Brown_S22,Antonio Brown,Sharna Burgess,5,5.666666666666667,78.98148148148147,9,0.666666666666667
22,Doug Flutie_S22,Doug Flutie,Karina Smirnoff,9,8.333333333333334,63.888888888888886,6,-0.6666666666666661
