season,week,spearman_corr,p_value,mean_rank_diff,pbi_std,n_contestants,divergence_score
7,9,0.316227766016838,0.683772233983162,0.75,1.2583057392117916,4,0.683772233983162
7,10,0.8660254037844387,0.3333333333333332,0.3333333333333333,0.5773502691896258,3,0.1339745962155613
8,1,0.5848325931185439,0.03578233450733286,2.8461538461538463,3.6549930723565476,13,0.41516740688145615
8,2,0.6842341534123606,0.009892938178709645,2.230769230769231,3.014920163079545,13,0.3157658465876394
8,3,0.8324838680348633,0.0007785120033696998,1.6666666666666667,2.059714602177749,12,0.1675161319651367
8,4,0.8401914075580906,0.0012054910259263949,1.4545454545454546,1.8340219092574557,11,0.15980859244190937
8,5,0.7364081197050363,0.023655352808501482,1.6666666666666667,2.0275875100994067,9,0.2635918802949637
8,6,0.5628843430992316,0.1463315326055506,1.625,2.1671244937540095,8,0.43711565690076837
8,7,0.6847124716486249,0.08966645319106824,1.2857142857142858,1.7728105208558367,7,0.3152875283513751
8,8,0.05797710356524484,0.9131317851623264,1.8333333333333333,2.48327740429189,6,0.9420228964347551
8,9,0.5642880936468347,0.32172333582430024,1.0,1.3038404810405297,5,0.43571190635316526
8,10,0.7999999999999999,0.20000000000000007,0.5,0.816496580927726,4,0.20000000000000007
8,11,1.0,0.0,0.0,0.0,3,0.0
9,1,-0.44100486858723803,0.08729103214718296,7.375,8.266397845091497,16,1.441004868587238
9,2,0.6204931843792542,0.017901270143064515,2.5714285714285716,3.570329501215924,14,0.37950681562074584
9,3,0.6069017475758474,0.02784344210871386,2.5384615384615383,3.4194016570604413,13,0.39309825242415264
9,4,0.3524110503192214,0.28780746088921383,3.0,3.8233730942953787,11,0.6475889496807786
9,5,0.8185584150125625,0.003785242137725015,1.2,1.7126976771553504,10,0.18144158498743745
9,6,-0.45,0.22421610749233659,3.7777777777777777,4.663689526544408,9,1.45
9,7,0.36037498507822363,0.4271488085609062,1.8571428571428572,2.340126166724879,7,0.6396250149217764
9,8,0.10259783520851543,0.8695979205185651,1.4,1.9235384061671346,5,0.8974021647914846
9,9,-0.39999999999999997,0.6,1.5,2.160246899469287,4,1.4
9,10,1.0,0.0,0.0,0.0,3,0.0
10,1,0.8046508572754801,0.00281810671691594,1.4545454545454546,2.1105794120443453,11,0.19534914272451986
10,2,0.7471545580282566,0.008225645883894798,1.5454545454545454,2.467976720090587,11,0.2528454419717434
10,3,0.8519979545631315,0.0017488622050719131,1.5,1.7795130420052185,10,0.14800204543686846
10,4,0.8166666666666667,0.007224785246358786,1.3333333333333333,1.6583123951777,9,0.18333333333333335
10,5,0.6826469692905576,0.06209269238231715,1.125,1.807721533549109,8,0.31735303070944243
10,6,0.21428571428571433,0.6445115810207203,2.2857142857142856,2.70801280154532,7,0.7857142857142857
10,7,0.7944613465542746,0.05902759992532669,1.0,1.2110601416389968,6,0.20553865344572542
10,8,0.9746794344808963,0.004818230468198566,0.2,0.44721359549995804,5,0.025320565519103666
10,9,0.9486832980505139,0.05131670194948612,0.25,0.5,4,0.05131670194948612
10,10,0.5,0.6666666666666667,0.6666666666666666,1.0,3,0.5
11,1,0.8602430159377403,0.00033050699758575624,1.3333333333333333,1.7837651700316894,12,0.13975698406225967
11,2,0.8480073098865779,0.0009734736958648597,0.8181818181818182,1.6348477827391983,11,0.1519926901134221
11,3,0.37660779150979,0.2834091709008568,2.5,3.4075080500434787,10,0.6233922084902099
11,4,0.5166666666666667,0.1543901209862251,2.0,2.692582403567252,9,0.4833333333333333
11,5,0.08383383833392813,0.8435464923328297,2.875,3.399054490379851,8,0.9161661616660719
11,6,0.03571428571428572,0.9394082054712856,2.0,3.0,7,0.9642857142857143
11,7,0.05797710356524484,0.9131317851623264,2.1666666666666665,2.6394443859772205,6,0.9420228964347551
11,8,0.35909242322980395,0.5528147466433505,1.4,1.9235384061671343,5,0.640907576770196
11,9,0.7999999999999999,0.20000000000000007,0.5,0.816496580927726,4,0.20000000000000007
11,10,1.0,0.0,0.0,0.0,3,0.0
12,1,0.9061998436779978,0.00012104810695402545,0.8181818181818182,1.348399724926484,11,0.09380015632200223
12,2,0.6915661063474073,0.01840763523296163,1.9090909090909092,2.8025961989814827,11,0.30843389365259266
12,3,0.48927899954314347,0.15121979820647308,2.0,2.9514591494904874,10,0.5107210004568565
12,4,0.5192664837628367,0.1519645086846776,2.4444444444444446,2.9202359113225387,9,0.4807335162371633
12,5,0.5006261743217589,0.20637138322918355,2.0,2.6049403612586386,8,0.49937382567824107
12,6,0.504524979109513,0.24820311426451108,1.8571428571428572,2.3401261667248794,7,0.495475020890487
12,7,0.3236694374850748,0.5314499571644632,1.3333333333333333,2.065591117977289,6,0.6763305625149252
12,8,0.6,0.28475697986529375,1.2,1.4142135623730951,5,0.4
12,9,0.7999999999999999,0.20000000000000007,0.5,0.816496580927726,4,0.20000000000000007
12,10,0.0,1.0,1.0,1.5275252316519468,3,1.0
13,1,0.4358584306836491,0.15666541890738925,2.25,3.768891807222045,12,0.564141569316351
13,2,0.23373674750211426,0.48910389448745717,3.4545454545454546,4.29164092372391,11,0.7662632524978857
13,3,0.31993948660418237,0.3674790911909357,2.7,3.622460796505909,10,0.6800605133958176
13,4,0.8512565307587486,0.0036019340745684874,1.3333333333333333,1.509230856356236,9,0.14874346924125137
13,5,0.8072875102923989,0.01540604211410602,0.75,1.5811388300841898,8,0.19271248970760113
13,6,0.5765999761251578,0.1753818245224564,1.5714285714285714,2.0354009783964297,7,0.4234000238748422
13,7,0.5428571428571429,0.26570262390670557,1.3333333333333333,1.7888543819998317,6,0.4571428571428571
13,8,0.6668859288553503,0.21889398131323154,1.0,1.4832396974191326,5,0.33311407114464975
13,9,0.19999999999999998,0.8,1.0,1.632993161855452,4,0.8
13,10,0.5,0.6666666666666667,0.6666666666666666,1.0,3,0.5
14,1,0.26269872289491436,0.40942579654335753,3.75,4.541892543729748,12,0.7373012771050856
14,2,0.6713625827465884,0.016823858712012314,2.25,3.0488447886789096,12,0.32863741725341156
14,3,0.8268147668905574,0.001695886400432481,1.9090909090909092,2.0,11,0.17318523310944256
14,4,0.6339211785435636,0.04904625067415721,2.0,2.4585451886114367,10,0.36607882145643644
14,5,0.8235584906796976,0.006363435253643139,1.3333333333333333,1.6414763002993509,9,0.17644150932030245
14,6,-0.5000000000000001,0.20703124999999997,3.75,4.242640687119285,8,1.5
14,7,0.6126374746329801,0.1435885753012859,1.2857142857142858,1.7728105208558365,7,0.38736252536701987
14,8,0.11595420713048968,0.826848213385815,1.8333333333333333,2.316606713852541,6,0.8840457928695103
14,9,-0.7999999999999999,0.20000000000000007,2.0,2.449489742783178,4,1.7999999999999998
14,10,0.0,1.0,1.0,1.1547005383792517,3,1.0
15,1,0.4619750860534278,0.11199206068057851,3.3846153846153846,4.090326298813975,13,0.5380249139465723
15,2,0.24648498532139956,0.43994311321635415,3.9166666666666665,4.494946657586211,12,0.7535150146786005
15,3,0.7245839172565544,0.01166068423480512,2.3636363636363638,2.901410315377992,11,0.27541608274344564
15,4,0.6359888306543495,0.0655947574629728,1.8888888888888888,2.4720661623652207,9,0.3640111693456505
15,5,-0.20293851577273644,0.6298084897377183,2.75,3.770183777256185,8,1.2029385157727364
15,6,-0.168686942449158,0.689660806707391,3.25,3.955105199973465,8,1.168686942449158
15,7,0.21428571428571433,0.6445115810207203,1.7142857142857142,2.70801280154532,7,0.7857142857142857
15,8,0.30631873731649006,0.5040270086665881,1.8571428571428572,2.734262327610589,7,0.6936812626835099
15,9,0.6,0.28475697986529375,1.2,1.4142135623730951,5,0.4
15,10,0.5,0.6666666666666667,0.6666666666666666,1.0,3,0.5
16,1,0.5542448894127081,0.06148656718429339,2.4166666666666665,3.629633924274241,12,0.4457551105872919
16,2,0.9486114453409813,2.588320479960757e-06,1.0833333333333333,1.378954368902449,12,0.051388554659018704
16,3,0.8249636329874862,0.0017739634913069768,1.5454545454545454,2.114882330704778,11,0.1750363670125138
16,4,0.8440722199302098,0.0021330756982356437,1.3,1.7029386365926402,10,0.15592778006979024
16,5,0.9159987294294596,0.0005206257766152646,0.8888888888888888,1.092906420717,9,0.08400127057054041
16,6,0.8024095954818835,0.016540722800677185,1.125,1.6420805617960927,8,0.1975904045181165
16,7,0.7500000000000002,0.05218140045705776,1.1428571428571428,1.5275252316519468,7,0.24999999999999978
16,8,0.7142857142857143,0.1107871720116617,1.0,1.4142135623730951,6,0.2857142857142857
16,9,0.15389675281277312,0.8048288166080632,1.8,2.280350850198276,5,0.8461032471872268
16,10,0.7378647873726218,0.2621352126273781,0.75,0.9574271077563381,4,0.26213521262737816
17,1,0.6972003870519587,0.01173063611371156,2.1666666666666665,2.902454551623922,12,0.30279961294804125
17,2,0.6666925892313099,0.017894046968761596,2.0,2.933608802492351,12,0.3333074107686901
17,3,0.17554257089229353,0.6056574664065979,3.090909090909091,4.107642544419764,11,0.8244574291077065
17,4,0.5911468053322673,0.07189195313300589,2.2,2.9059326290271157,10,0.40885319466773273
17,5,-0.23939494881986928,0.5350033697608572,3.4444444444444446,4.475240527365851,9,1.2393949488198692
17,6,-0.04761904761904763,0.9108491685195836,2.5,3.5456210417116734,8,1.0476190476190477
17,7,0.5212982933415373,0.1852089301650962,1.875,2.559994419636775,8,0.4787017066584627
17,8,0.5637295497763137,0.1874963315478011,1.7142857142857142,2.0586634591635513,7,0.43627045022368627
17,9,-0.14494275891311212,0.7841083696021082,2.1666666666666665,2.857738033247041,6,1.144942758913112
17,10,0.8999999999999998,0.03738607346849874,0.4,0.7071067811865476,5,0.1000000000000002
17,11,-0.19999999999999998,0.8,1.5,2.0,4,1.2
18,1,0.7660345126550493,0.0036703420419439514,1.8333333333333333,2.195035721390843,12,0.2339654873449507
18,2,0.6639430691806958,0.02589065218941584,2.1818181818181817,2.586679162731453,11,0.3360569308193042
18,3,0.6701989754294366,0.04822931198294197,2.0,2.5495097567963927,9,0.3298010245705634
18,4,0.5378341163622514,0.1352889099215898,1.7777777777777777,2.728450923957483,9,0.4621658836377486
18,5,0.4117792453398488,0.27080524598002204,2.4444444444444446,2.9059326290271157,9,0.5882207546601512
18,6,0.6265515005254438,0.09646118602901287,1.5,2.1213203435596424,8,0.37344849947455616
18,7,0.8571428571428573,0.01369732661532562,0.5714285714285714,1.1547005383792515,7,0.14285714285714268
18,8,-0.3086066999241838,0.5517855072529712,2.0,2.581988897471611,6,1.3086066999241839
18,9,0.6668859288553503,0.21889398131323154,1.0,1.4832396974191326,5,0.33311407114464975
18,10,0.7999999999999999,0.20000000000000007,0.5,0.816496580927726,4,0.20000000000000007
19,1,0.6234536134188251,0.022802368030741666,2.6923076923076925,3.345490650458867,13,0.3765463865811749
19,2,0.5990456491493621,0.03955832125855474,2.9166666666666665,3.2601821849074444,12,0.4009543508506379
19,3,0.6959190423525721,0.01738883208157802,2.090909090909091,2.583162262175428,11,0.30408095764742793
19,4,0.7112494861056755,0.021090925985548823,1.9,2.4244128727957572,10,0.2887505138943245
19,5,0.6778302010921357,0.04480926269300501,1.8888888888888888,2.260776661041756,9,0.32216979890786435
19,6,0.7395219099980958,0.02276753220617469,1.3333333333333333,1.9860625479688307,9,0.26047809000190425
19,7,0.5000000000000001,0.20703124999999997,2.0,2.449489742783178,8,0.4999999999999999
19,8,-0.21428571428571433,0.6445115810207203,2.857142857142857,3.366501646120693,7,1.2142857142857144
19,9,0.7247137945655605,0.10324280462370763,1.1666666666666667,1.4719601443879744,6,0.2752862054344395
19,10,0.19999999999999998,0.747060078104662,1.6,2.0,5,0.8
19,11,1.0,0.0,0.0,0.0,4,0.0
20,1,0.8704487045263686,0.00023030605851385904,1.0833333333333333,1.7298624923456323,12,0.12955129547363142
20,2,0.32626758153294716,0.3006619299071304,3.25,4.309081319513687,12,0.6737324184670528
20,3,0.8356251499083183,0.0013589436753177122,1.6363636363636365,1.9400093720485896,11,0.16437485009168173
20,4,0.4329348776565639,0.2113905613255408,2.6,3.259175083088085,10,0.5670651223434361
20,5,0.6160831149758972,0.07728875173075704,1.8888888888888888,2.3979157616563596,9,0.3839168850241028
20,6,0.38557015416950396,0.34551105853655584,2.25,2.815771906346718,8,0.614429845830496
20,7,0.5091750772173156,0.24314622431702532,1.7142857142857142,2.2886885410853175,7,0.4908249227826844
20,8,0.8285714285714287,0.04156268221574334,0.6666666666666666,1.0954451150103321,6,0.17142857142857126
20,9,-0.21081851067789195,0.7891814893221081,1.75,2.217355782608345,4,1.210818510677892
20,10,0.8660254037844387,0.3333333333333332,0.3333333333333333,0.5773502691896258,3,0.1339745962155613
21,1,0.9445027488828397,1.1862028737180011e-06,1.1538461538461537,1.3913653136029502,13,0.05549725111716031
21,2,0.8208861085069702,0.0005832014998462062,1.7692307692307692,2.213015114597254,13,0.1791138914930298
21,3,0.7134278969833519,0.020521411876850356,1.8,2.440400695696417,10,0.28657210301664815
21,4,0.73011631177642,0.016506245498100536,1.5,2.540778533354601,10,0.26988368822358
21,5,0.31799441532717476,0.4043225359679229,2.5555555555555554,3.0595932917809696,9,0.6820055846728252
21,6,0.43414083068696174,0.24297544549857328,2.2222222222222223,3.0867098629086893,9,0.5658591693130383
21,7,-0.11048143863155317,0.7945268208553896,3.0,3.8913824205360674,8,1.1104814386315531
21,8,0.07207499701564472,0.8779592508225129,2.4285714285714284,2.9680841985233184,7,0.9279250029843553
21,9,0.23190841426097936,0.6583735712609271,1.5,2.48327740429189,6,0.7680915857390207
21,10,-0.10540925533894598,0.894590744661054,1.25,1.707825127659933,4,1.105409255338946
21,11,0.2581988897471611,0.7418011102528389,1.25,1.707825127659933,4,0.7418011102528389
22,1,0.8117845418514549,0.001343378202389172,1.8333333333333333,2.4058010698889443,12,0.18821545814854512
22,2,0.6978631577988531,0.011617277327203936,2.25,2.8643577734887544,12,0.3021368422011469
22,3,0.6959190423525721,0.01738883208157802,1.9090909090909092,2.3817487845545915,11,0.30408095764742793
22,4,0.7706746355884525,0.00907796452882924,1.9,2.2135943621178655,10,0.2293253644115475
22,5,0.6610936529170212,0.05252286046708899,1.6666666666666667,2.315407331574968,9,0.33890634708297884
22,6,0.6214172674538865,0.07403733386873698,1.7777777777777777,2.1858128414340006,9,0.3785827325461135
22,7,0.8510644963469902,0.007364059224211301,1.25,1.5811388300841898,8,0.14893550365300978
22,8,0.0,1.0,2.1666666666666665,2.857738033247041,6,1.0
22,9,0.3,0.6238376647810728,1.2,1.8708286933869707,5,0.7
22,10,0.5,0.6666666666666667,0.6666666666666666,1.0,3,0.5
23,1,0.7839605887275225,0.0015153389225092265,2.0,2.569545505058064,13,0.2160394112724775
23,2,0.675923617136097,0.011208739440487248,2.076923076923077,3.014920163079545,13,0.32407638286390295
23,3,0.8622392611430678,0.00030864931023299216,1.75,1.9752253419585197,12,0.13776073885693219
23,4,0.5839466221370627,0.059260958849668116,2.3636363636363638,3.042128441493793,11,0.4160533778629373
23,5,0.4896481917478682,0.18092093684908309,2.3333333333333335,2.728450923957483,9,0.5103518082521318
23,6,0.7731365422707366,0.014548888366961764,1.1111111111111112,1.6414763002993507,9,0.22686345772926342
23,7,0.7659576272164712,0.026687261814042965,1.625,1.685018016012207,8,0.2340423727835288
23,8,-0.41443123283995714,0.3552689437660521,3.0,3.7161167647860327,7,1.414431232839957
23,9,0.29424494316824984,0.5713704615752551,1.6666666666666667,2.1602468994692865,6,0.7057550568317501
23,10,0.10259783520851543,0.8695979205185651,1.4,2.280350850198276,5,0.8974021647914846
23,11,1.0,0.0,0.0,0.0,4,0.0
24,1,0.751351965641635,0.004843792822999194,2.1666666666666665,2.7413776673693677,12,0.24864803435836502
24,2,0.6761580907164955,0.015774607102716724,2.1666666666666665,2.969542358374741,12,0.32384190928350454
24,3,0.45165606722219914,0.16315524580924706,2.8181818181818183,3.5032452487268535,11,0.5483439327778008
24,4,0.5365953413208115,0.10978950392207794,2.0,2.8205594401741574,10,0.46340465867918845
24,5,-0.1176512129542425,0.7630703618815533,3.5555555555555554,4.1163630117428225,9,1.1176512129542424
24,6,-0.04761904761904763,0.9108491685195836,2.5,3.5456210417116734,8,1.0476190476190477
24,7,-0.702731220902536,0.07823745383207154,3.0,3.804758924845367,7,1.702731220902536
24,8,0.49999999999999994,0.39100221895577053,1.2,1.5811388300841898,5,0.5
24,9,-0.39999999999999997,0.6,1.5,2.160246899469287,4,1.4
24,10,0.5,0.6666666666666667,0.6666666666666666,1.0,3,0.5
25,1,0.6066691481672347,0.02791965559188739,2.6923076923076925,3.571611716915804,13,0.3933308518327653
25,2,0.6971121059009809,0.00808970368496507,2.230769230769231,2.9871519752227074,13,0.30288789409901906
25,3,0.7407877969250659,0.009107504453271876,1.9090909090909092,2.3664319132398464,11,0.2592122030749341
25,4,0.763349659528779,0.006264336247105751,2.090909090909091,2.4605985967941733,11,0.23665034047122102
25,5,0.8379557545683967,0.002468671750783537,1.3,1.766981104093143,10,0.16204424543160334
25,6,0.4958158260214505,0.17465195802956923,2.2222222222222223,2.773886162848873,9,0.5041841739785495
25,7,0.42171735612289496,0.29802869793704967,2.25,2.712405363721075,8,0.578282643877105
25,8,0.7714285714285715,0.07239650145772594,0.6666666666666666,1.2649110640673518,6,0.22857142857142854
25,9,0.7,0.1881204043741873,0.8,1.224744871391589,5,0.30000000000000004
25,10,0.9486832980505139,0.05131670194948612,0.25,0.5,4,0.05131670194948612
26,1,0.9419356657192196,4.6347811747912705e-05,0.7,1.0593499054713802,10,0.058064334280780394
26,2,0.44855899659620657,0.264957651788981,1.625,2.445841952609133,8,0.5514410034037934
26,3,0.11595420713048968,0.826848213385815,1.8333333333333333,2.5625508125043424,6,0.8840457928695103
26,4,1.0,0.0,0.0,0.0,3,0.0
27,1,0.24514912603637626,0.41951229428370573,3.8461538461538463,4.68220855185637,13,0.7548508739636237
27,2,0.2816971260815995,0.37506523624200017,3.0833333333333335,4.55521678957215,12,0.7183028739184005
27,3,0.2804782988217388,0.4034833276655013,3.090909090909091,4.129714936232943,11,0.7195217011782612
27,4,-0.1341488353302029,0.7117735563483796,3.0,4.685675570881488,10,1.134148835330203
27,5,0.016807316136320357,0.9657684758679854,3.3333333333333335,3.8980051878421667,9,0.9831926838636796
27,6,0.4033755872716886,0.2816758864355704,2.0,2.9059326290271157,9,0.5966244127283113
27,7,0.3832404038122429,0.348683741124201,1.875,2.5877458475338284,8,0.6167595961877571
27,8,-0.4058397249567139,0.42466250756136453,2.5,3.1885210782848317,6,1.4058397249567138
27,9,-0.316227766016838,0.683772233983162,1.75,2.217355782608345,4,1.316227766016838
28,1,0.3690736711434125,0.23774665385473132,3.4166666666666665,4.025486983527018,12,0.6309263288565875
28,2,0.8021652142601492,0.0016940499108030623,1.75,2.2343733444579588,12,0.1978347857398508
28,3,0.2874738720052164,0.42059360717835326,2.9,3.7133393177689658,10,0.7125261279947837
28,4,0.7778920850768356,0.008063675062065546,1.7,2.1108186931983415,10,0.2221079149231644
28,5,0.563045090566732,0.11445589798666722,2.2222222222222223,2.728450923957483,9,0.436954909433268
28,6,-0.38474188203193277,0.30656971224082696,3.888888888888889,4.850544070285083,9,1.3847418820319328
28,7,0.51234753829798,0.1942234213599954,2.375,2.774243783705493,8,0.48765246170202003
28,8,-0.5,0.25316999510032273,2.857142857142857,3.7416573867739413,7,1.5
28,9,0.48571428571428577,0.3287230320699709,1.3333333333333333,1.8973665961010275,6,0.5142857142857142
28,10,0.46169025843831935,0.43376615616902786,1.0,1.4832396974191326,5,0.5383097415616807
28,11,0.19999999999999998,0.8,1.0,1.632993161855452,4,0.8
29,1,0.6230759017925369,0.013087511171453549,3.2,4.212227100104783,15,0.3769240982074631
29,2,0.5696675107437099,0.0266329081168259,3.066666666666667,4.109223075681617,15,0.4303324892562901
29,3,0.4429811949614588,0.1126631619111582,3.5714285714285716,4.569367667316877,14,0.5570188050385412
29,4,0.5859456829197937,0.035346516622731805,2.8461538461538463,3.449265994010305,13,0.41405431708020635
29,5,0.5750056432091766,0.05048122646914617,2.3333333333333335,3.0151134457776365,12,0.4249943567908234
29,6,0.228513360237148,0.4991390528419014,3.5454545454545454,4.500505022166451,11,0.771486639762852
29,7,0.4535561517422584,0.18798742211523603,2.4,3.3730961708462712,10,0.5464438482577416
29,8,0.18073600976695497,0.6684274536427572,2.75,3.3273756282434617,8,0.819263990233045
29,9,0.21821789023599242,0.638298871640929,2.0,2.811540841738193,7,0.7817821097640076
29,10,0.6179143806533246,0.1910939016901931,1.3333333333333333,1.7511900715418265,6,0.3820856193466754
29,11,0.2581988897471611,0.7418011102528389,1.25,1.707825127659933,4,0.7418011102528389
30,1,0.28908949201830825,0.2960078980249185,3.933333333333333,5.342551557341974,15,0.7109105079816918
30,2,0.6007349708282209,0.017872594696868537,2.6666666666666665,3.960519446450716,15,0.3992650291717791
30,3,0.1023435902937281,0.7277287860796027,4.5,5.732594296009213,14,0.8976564097062719
30,4,0.4165552903816044,0.1567992053880953,2.6923076923076925,4.265244153891742,13,0.5834447096183957
30,5,-0.04779276109193974,0.8890244550975394,4.090909090909091,5.310367218940701,11,1.0477927610919398
30,6,0.7927558473610427,0.006231703605896939,1.4,1.8973665961010275,10,0.20724415263895735
30,7,0.43414083068696174,0.24297544549857328,2.0,2.7436796055257213,9,0.5658591693130383
30,8,-0.14638501094227999,0.7294239249593866,2.625,3.583194903195431,8,1.14638501094228
30,9,0.3188740696088466,0.5379005604702051,1.8333333333333333,2.1369760566432805,6,0.6811259303911534
30,10,0.7378647873726218,0.2621352126273781,0.75,0.9574271077563381,4,0.26213521262737816
31,1,0.6957963424655814,0.0027596565799312147,2.5625,3.811714399934322,16,0.3042036575344186
31,2,0.8893181092878909,9.176245592039942e-06,1.6666666666666667,2.1995670569671746,15,0.1106818907121091
31,3,0.7491827048689292,0.0020419038934681956,2.2857142857142856,3.049049572687085,14,0.25081729513107076
31,4,0.6333724316037866,0.020125994791419334,2.5384615384615383,3.306946845036587,13,0.36662756839621335
31,5,-0.5017574746630903,0.09649255198179227,5.166666666666667,6.191391873668903,12,1.5017574746630902
31,6,0.6775189128088568,0.03135179442335338,1.7,2.406010991015812,10,0.3224810871911432
31,7,0.6386780131801736,0.06410620825872809,1.5555555555555556,2.4381231397212986,9,0.3613219868198264
31,8,0.0,1.0,2.875,3.313931631332013,8,1.0
31,9,0.9710083124552246,0.0012485929031976688,0.3333333333333333,0.5163977794943223,6,0.028991687544775435
